RESUMEN
Drug ID : 1,Drug Name :Aspirin,Generic Name :Acetylsalicylic Acid,Drug Class :Analgesic,Indications :Headache,Dosage Form :Tablet,Strength :325 mg,Route of Administration :Oral,Mechanism of Action :Inhibits prostaglandin synthesis,Side Effects :Stomach irritation,Contraindications :Allergy to NSAIDs,Interactions :Anticoagulants: increased bleeding risk,Warnings and Precautions :Gastric ulcers: risk of bleeding,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :PharmaCorp,Approval Date :44576,Availability :OTC,NDC :12345678901,Price :5.99/n
Drug ID : 12,Drug Name :Ranitidine,Generic Name :Ranitidine,Drug Class :H2 Blocker,Indications :Gastric Ulcers,Dosage Form :Tablet,Strength :150 mg,Route of Administration :Oral,Mechanism of Action :Reduces stomach acid production,Side Effects :Headache,Contraindications : Constipation,Interactions :Allergic reactions: avoid,Warnings and Precautions :Long-term use: increased risk of fractures,Pregnancy Category :Category B,Storage Conditions :Room temperature,Manufacturer :MediCure,Approval Date :44656,Availability :OTC,NDC :34567890134,Price :5.5/n
Drug ID : 13,Drug Name :Atorvastatin,Generic Name :Atorvastatin,Drug Class :Cholesterol-lowering,Indications :Hyperlipidemia,Dosage Form :Tablet,Strength :40 mg,Route of Administration :Oral,Mechanism of Action :Inhibits cholesterol synthesis,Side Effects :Muscle pain,Contraindications : Liver problems,Interactions :Strong CYP3A4 inhibitors: increased risk of side effects,Warnings and Precautions :Avoid grapefruit juice,Pregnancy Category :Category X,Storage Conditions :Room temperature,Manufacturer :PharmaWell,Approval Date :44510,Availability :Prescription,NDC :45678901245,Price :9.25/n
Drug ID : 14,Drug Name :Cephalexin,Generic Name :Cephalexin,Drug Class :Antibiotic,Indications :Bacterial Infections,Dosage Form :Capsule,Strength :250 mg,Route of Administration :Oral,Mechanism of Action :Inhibits bacterial cell wall synthesis,Side Effects :Upset stomach,Contraindications : Allergic reactions,Interactions :Allergy to cephalosporins,Warnings and Precautions :Probenecid: decreased excretion,Pregnancy Category :Category B,Storage Conditions :Room temperature,Manufacturer :HealthCure,Approval Date :44597,Availability :Prescription,NDC :56789012356,Price :11.75/n
Drug ID : 15,Drug Name :Paracetamol,Generic Name :Paracetamol,Drug Class :Analgesic,Indications :Pain and Fever,Dosage Form :Tablet,Strength :500 mg,Route of Administration :Oral,Mechanism of Action :Precise mechanism not fully understood,Side Effects :None at normal doses,Contraindications : Liver damage,Interactions :Alcohol: increased risk of liver damage,Warnings and Precautions :Do not exceed recommended dose,Pregnancy Category :Category A,Storage Conditions :Room temperature,Manufacturer :ReliefPharm,Approval Date :44545,Availability :OTC,NDC :67890123467,Price :3.99/n
Drug ID : 16,Drug Name :Morphine,Generic Name :Morphine,Drug Class :Analgesic,Indications :Severe Pain,Dosage Form :Tablet,Strength :10 mg,Route of Administration :Oral,Mechanism of Action :Binds to opioid receptors in the brain,Side Effects :Respiratory depression,Contraindications : Constipation,Interactions :Respiratory depression: avoid with respiratory disorders,Warnings and Precautions :May cause drowsiness,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :PainRelief,Approval Date :44645,Availability :Prescription,NDC :78901234501,Price :15.5/n
Drug ID : 17,Drug Name :Risperidone,Generic Name :Risperidone,Drug Class :Antipsychotic,Indications :Schizophrenia,Dosage Form :Tablet,Strength :2 mg,Route of Administration :Oral,Mechanism of Action :Blocks dopamine and serotonin receptors,Side Effects :Weight gain,Contraindications : Tardive dyskinesia,Interactions :Elderly with dementia: increased risk of death,Warnings and Precautions :May impair judgment,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :MentalWellness,Approval Date :44444,Availability :Prescription,NDC :89012345612,Price :8.25/n
Drug ID : 18,Drug Name :Sildenafil,Generic Name :Sildenafil,Drug Class :Erectile Dysfunction Agent,Indications :Erectile Dysfunction,Dosage Form :Tablet,Strength :50 mg,Route of Administration :Oral,Mechanism of Action :Inhibits phosphodiesterase type 5,Side Effects :Headache,Contraindications : Flushing,Interactions :Nitrates: severe hypotension risk,Warnings and Precautions :Do not take with grapefruit juice,Pregnancy Category :Category B,Storage Conditions :Room temperature,Manufacturer :PharmErect,Approval Date :44689,Availability :Prescription,NDC :90123456723,Price :11.99/n
Drug ID : 19,Drug Name :Furosemide,Generic Name :Furosemide,Drug Class :Loop Diuretic,Indications :Edema,Dosage Form :Tablet,Strength :40 mg,Route of Administration :Oral,Mechanism of Action :Inhibits sodium and water reabsorption,Side Effects :Dehydration,Contraindications : Electrolyte imbalances,Interactions :Dehydration: monitor closely,Warnings and Precautions :Take in the morning,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :DiureticCare,Approval Date :44548,Availability :Prescription,NDC :12345678934,Price :6.5/n
Drug ID : 20,Drug Name :Esomeprazole,Generic Name :Esomeprazole,Drug Class :Proton Pump Inhibitor,Indications :Acid Reflux,Dosage Form :Capsule,Strength :40 mg,Route of Administration :Oral,Mechanism of Action :Reduces stomach acid production,Side Effects :Headache,Contraindications : Nausea,Interactions :Clopidogrel: reduced effectiveness,Warnings and Precautions :Take before breakfast,Pregnancy Category :Category B,Storage Conditions :Room temperature,Manufacturer :MediDigest,Approval Date :44742,Availability :Prescription,NDC :23456789045,Price :7.75/n
Drug ID : 21,Drug Name :Warfarin,Generic Name :Warfarin,Drug Class :Anticoagulant,Indications :Thrombosis,Dosage Form :Tablet,Strength :5 mg,Route of Administration :Oral,Mechanism of Action :Inhibits vitamin K-dependent clotting factors,Side Effects :Bleeding,Contraindications : Skin necrosis,Interactions :Many drug interactions: monitor closely,Warnings and Precautions :Do not change diet drastically,Pregnancy Category :Category X,Storage Conditions :Room temperature,Manufacturer :ClotCare,Approval Date :44632,Availability :Prescription,NDC :34567890156,Price :5.25/n
Drug ID : 22,Drug Name :Tramadol,Generic Name :Tramadol,Drug Class :Analgesic,Indications :Moderate to Severe Pain,Dosage Form :Tablet,Strength :100 mg,Route of Administration :Oral,Mechanism of Action :Binds to opioid receptors and inhibits serotonin reuptake,Side Effects :Constipation,Contraindications : Dizziness,Interactions :Seizure risk: avoid in epilepsy,Warnings and Precautions :May cause drowsiness,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :PainEase,Approval Date :44502,Availability :Prescription,NDC :45678901267,Price :9.5/n
Drug ID : 23,Drug Name :Fluoxetine,Generic Name :Fluoxetine,Drug Class :Selective Serotonin Reuptake Inhibitor,Indications :Depression,Dosage Form :Capsule,Strength :20 mg,Route of Administration :Oral,Mechanism of Action :Inhibits serotonin reuptake,Side Effects :Nausea,Contraindications : Insomnia,Interactions :Monoamine oxidase inhibitors: serotonin syndrome risk,Warnings and Precautions :Avoid alcohol,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :EmotionCare,Approval Date :44581,Availability :Prescription,NDC :56789012378,Price :4.99/n
Drug ID : 24,Drug Name :Levofloxacin,Generic Name :Levofloxacin,Drug Class :Fluoroquinolone,Indications :Bacterial Infections,Dosage Form :Tablet,Strength :250 mg,Route of Administration :Oral,Mechanism of Action :Inhibits bacterial DNA synthesis,Side Effects :Nausea,Contraindications : Tendon rupture,Interactions :Antacids: reduced effectiveness,Warnings and Precautions :Take 2 hours before or 6 hours after antacids,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :MediSafe,Approval Date :44422,Availability :Prescription,NDC :67890123489,Price :13.25/n
Drug ID : 25,Drug Name :Lorazepam,Generic Name :Lorazepam,Drug Class :Anxiolytic,Indications :Anxiety,Dosage Form :Tablet,Strength :1 mg,Route of Administration :Oral,Mechanism of Action :Enhances effects of GABA in the brain,Side Effects :Drowsiness,Contraindications : Addiction history,Interactions :Benzodiazepines: additive effects,Warnings and Precautions :Avoid alcohol,Pregnancy Category :Category D,Storage Conditions :Room temperature,Manufacturer :RelaxWell,Approval Date :44686,Availability :Prescription,NDC :78901234590,Price :6.75/n
Drug ID : 26,Drug Name :Losartan,Generic Name :Losartan,Drug Class :Angiotensin II Receptor Blocker,Indications :Hypertension,Dosage Form :Tablet,Strength :50 mg,Route of Administration :Oral,Mechanism of Action :Blocks angiotensin II receptors,Side Effects :Cough,Contraindications : Low blood pressure,Interactions :Potassium supplements: increased potassium levels,Warnings and Precautions :Take with or without food,Pregnancy Category :Category D,Storage Conditions :Room temperature,Manufacturer :CardioPharm,Approval Date :44602,Availability :Prescription,NDC :89012345601,Price :8.5/n
Drug ID : 27,Drug Name :Amphetamine,Generic Name :Amphetamine,Drug Class :Stimulant,Indications :Attention Deficit Hyperactivity Disorder,Dosage Form :Tablet,Strength :10 mg,Route of Administration :Oral,Mechanism of Action :Increases release of norepinephrine and dopamine,Side Effects :Insomnia,Contraindications : Increased heart rate,Interactions :Hypertension: monitor regularly,Warnings and Precautions :May impair judgment,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :FocusMeds,Approval Date :44494,Availability :Prescription,NDC :90123456712,Price :11.25/n
Drug ID : 28,Drug Name :Citalopram,Generic Name :Citalopram,Drug Class :Selective Serotonin Reuptake Inhibitor,Indications :Depression,Dosage Form :Tablet,Strength :20 mg,Route of Administration :Oral,Mechanism of Action :Inhibits serotonin reuptake,Side Effects :Nausea,Contraindications : Insomnia,Interactions :Monoamine oxidase inhibitors: serotonin syndrome risk,Warnings and Precautions :Avoid alcohol,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :EmotionEase,Approval Date :44654,Availability :Prescription,NDC :12345678923,Price :5.99/n
Drug ID : 29,Drug Name :Metoprolol,Generic Name :Metoprolol,Drug Class :Beta Blocker,Indications :Hypertension,Dosage Form :Tablet,Strength :25 mg,Route of Administration :Oral,Mechanism of Action :Blocks beta receptors,Side Effects :Low heart rate,Contraindications : Low blood pressure,Interactions :Asthma: avoid or use with caution,Warnings and Precautions :Do not stop abruptly,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :HeartCare,Approval Date :44454,Availability :Prescription,NDC :23456789034,Price :7.25/n
Drug ID : 30,Drug Name :Venlafaxine,Generic Name :Venlafaxine,Drug Class :Selective Serotonin-Norepinephrine Reuptake Inhibitor,Indications :Depression,Dosage Form :Capsule,Strength :75 mg,Route of Administration :Oral,Mechanism of Action :Inhibits serotonin and norepinephrine reuptake,Side Effects :Nausea,Contraindications : Insomnia,Interactions :Monoamine oxidase inhibitors: serotonin syndrome risk,Warnings and Precautions :Avoid alcohol,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :MoodEase,Approval Date :44620,Availability :Prescription,NDC :34567890145,Price :9.5/n
Drug ID : 31,Drug Name :Methylphenidate,Generic Name :Methylphenidate,Drug Class :Stimulant,Indications :Attention Deficit Hyperactivity Disorder,Dosage Form :Tablet,Strength :10 mg,Route of Administration :Oral,Mechanism of Action :Increases norepinephrine and dopamine release,Side Effects :Insomnia,Contraindications : Increased heart rate,Interactions :Hypertension: monitor regularly,Warnings and Precautions :May impair judgment,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :FocusMeds,Approval Date :44494,Availability :Prescription,NDC :45678901256,Price :8.75/n
Drug ID : 32,Drug Name :Rosuvastatin,Generic Name :Rosuvastatin,Drug Class :Cholesterol-lowering,Indications :Hyperlipidemia,Dosage Form :Tablet,Strength :20 mg,Route of Administration :Oral,Mechanism of Action :Inhibits cholesterol synthesis,Side Effects :Muscle pain,Contraindications : Liver problems,Interactions :Strong CYP3A4 inhibitors: increased risk of side effects,Warnings and Precautions :Avoid grapefruit juice,Pregnancy Category :Category X,Storage Conditions :Room temperature,Manufacturer :PharmaCare,Approval Date :44510,Availability :Prescription,NDC :56789012367,Price :7.99/n
Drug ID : 33,Drug Name :Bupropion,Generic Name :Bupropion,Drug Class :Atypical Antidepressant,Indications :Depression,Dosage Form :Tablet,Strength :150 mg,Route of Administration :Oral,Mechanism of Action :Inhibits reuptake of dopamine and norepinephrine,Side Effects :Insomnia,Contraindications : Weight loss,Interactions :Seizure threshold: lower risk than other antidepressants,Warnings and Precautions :May cause agitation,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :WellnessMeds,Approval Date :44581,Availability :Prescription,NDC :67890123478,Price :5.5/n
Drug ID : 34,Drug Name :Ceftriaxone,Generic Name :Ceftriaxone,Drug Class :Cephalosporin,Indications :Bacterial Infections,Dosage Form :Injection,Strength :1 g,Route of Administration :Intravenous/Intramuscular,Mechanism of Action :Inhibits bacterial cell wall synthesis,Side Effects :Injection site reactions,Contraindications : Diarrhea,Interactions :Allergy to cephalosporins,Warnings and Precautions :Calcium-containing solutions: precipitates,Pregnancy Category :Category B,Storage Conditions :Room temperature,Manufacturer :MediCure,Approval Date :44730,Availability :Prescription,NDC :78901234589,Price :13.75/n
Drug ID : 35,Drug Name :Fentanyl,Generic Name :Fentanyl,Drug Class :Opioid Analgesic,Indications :Severe Pain,Dosage Form :Transdermal Patch,Strength :100 mcg/hour,Route of Administration :Transdermal,Mechanism of Action :Binds to opioid receptors in the brain,Side Effects :Respiratory depression,Contraindications : Constipation,Interactions :Opioid-naive patients: use with caution,Warnings and Precautions :Do not use for mild pain,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :PainRelief,Approval Date :44454,Availability :Prescription,NDC :89012345600,Price :25.99/n
Drug ID : 36,Drug Name :Hydrochlorothiazide,Generic Name :Hydrochlorothiazide,Drug Class :Thiazide Diuretic,Indications :Hypertension,Dosage Form :Tablet,Strength :25 mg,Route of Administration :Oral,Mechanism of Action :Increases urine output,Side Effects :Dehydration,Contraindications : Electrolyte imbalances,Interactions :Severe renal impairment: avoid,Warnings and Precautions :Take with food or milk,Pregnancy Category :Category B,Storage Conditions :Room temperature,Manufacturer :DiureticCare,Approval Date :44681,Availability :Prescription,NDC :90123456711,Price :4.5/n
Drug ID : 37,Drug Name :Escitalopram,Generic Name :Escitalopram,Drug Class :Selective Serotonin Reuptake Inhibitor,Indications :Depression,Dosage Form :Capsule,Strength :10 mg,Route of Administration :Oral,Mechanism of Action :Inhibits serotonin reuptake,Side Effects :Nausea,Contraindications : Insomnia,Interactions :Monoamine oxidase inhibitors: serotonin syndrome risk,Warnings and Precautions :Avoid alcohol,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :EmotionEase,Approval Date :44528,Availability :Prescription,NDC :12345678922,Price :5.25/n
Drug ID : 38,Drug Name :Amlodipine,Generic Name :Amlodipine,Drug Class :Calcium Channel Blocker,Indications :Hypertension,Dosage Form :Tablet,Strength :5 mg,Route of Administration :Oral,Mechanism of Action :Blocks calcium channels,Side Effects :Swelling of legs and ankles,Contraindications : Flushing,Interactions :Severe hypotension: use with caution,Warnings and Precautions :Take at the same time each day,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :HeartCare,Approval Date :44597,Availability :Prescription,NDC :23456789033,Price :6.75/n
Drug ID : 39,Drug Name :Mirtazapine,Generic Name :Mirtazapine,Drug Class :Atypical Antidepressant,Indications :Depression,Dosage Form :Tablet,Strength :30 mg,Route of Administration :Oral,Mechanism of Action :Enhances noradrenergic and serotonergic activity,Side Effects :Drowsiness,Contraindications : Increased appetite,Interactions :Monoamine oxidase inhibitors: serotonin syndrome risk,Warnings and Precautions :Avoid alcohol,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :MoodEase,Approval Date :44483,Availability :Prescription,NDC :34567890144,Price :7.99/n
Drug ID : 40,Drug Name :Trazodone,Generic Name :Trazodone,Drug Class :Serotonin Modulator,Indications :Depression,Dosage Form :Tablet,Strength :50 mg,Route of Administration :Oral,Mechanism of Action :Enhances serotonin activity,Side Effects :Drowsiness,Contraindications : Dry mouth,Interactions :Monoamine oxidase inhibitors: serotonin syndrome risk,Warnings and Precautions :Avoid alcohol,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :EmotionMeds,Approval Date :44621,Availability :Prescription,NDC :45678901255,Price :6.5/n
Drug ID : 41,Drug Name :Pravastatin,Generic Name :Pravastatin,Drug Class :Cholesterol-lowering,Indications :Hyperlipidemia,Dosage Form :Tablet,Strength :40 mg,Route of Administration :Oral,Mechanism of Action :Inhibits cholesterol synthesis,Side Effects :Muscle pain,Contraindications : Liver problems,Interactions :Strong CYP3A4 inhibitors: increased risk of side effects,Warnings and Precautions :Avoid grapefruit juice,Pregnancy Category :Category X,Storage Conditions :Room temperature,Manufacturer :PharmaWell,Approval Date :44550,Availability :Prescription,NDC :56789012366,Price :8.99/n
Drug ID : 42,Drug Name :Aripiprazole,Generic Name :Aripiprazole,Drug Class :Atypical Antipsychotic,Indications :Schizophrenia,Dosage Form :Tablet,Strength :10 mg,Route of Administration :Oral,Mechanism of Action :Partial agonist at dopamine and serotonin receptors,Side Effects :Weight gain,Contraindications : Movement disorders,Interactions :Elderly with dementia: increased risk of death,Warnings and Precautions :May cause drowsiness,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :MentalHealth,Approval Date :44573,Availability :Prescription,NDC :67890123477,Price :9.75/n
Drug ID : 43,Drug Name :Amoxicillin-Clavulanate,Generic Name :Amoxicillin-Clavulanate,Drug Class :Antibiotic,Indications :Bacterial Infections,Dosage Form :Tablet,Strength :875/125 mg,Route of Administration :Oral,Mechanism of Action :Inhibits bacterial cell wall synthesis,Side Effects :Diarrhea,Contraindications : Allergic reactions,Interactions :Allergy to penicillins,Warnings and Precautions :Probenecid: increased blood levels,Pregnancy Category :Category B,Storage Conditions :Room temperature,Manufacturer :MediPharm,Approval Date :44683,Availability :Prescription,NDC :78901234588,Price :11.25/n
Drug ID : 44,Drug Name :Lithium,Generic Name :Lithium,Drug Class :Mood Stabilizer,Indications :Bipolar Disorder,Dosage Form :Capsule,Strength :300 mg,Route of Administration :Oral,Mechanism of Action :Precise mechanism not fully understood,Side Effects :Frequent urination,Contraindications : Tremor,Interactions :Kidney impairment: monitor closely,Warnings and Precautions :Do not change salt intake drastically,Pregnancy Category :Category D,Storage Conditions :Room temperature,Manufacturer :WellnessRx,Approval Date :44640,Availability :Prescription,NDC :89012345699,Price :7.5/n
Drug ID : 45,Drug Name :Pregabalin,Generic Name :Pregabalin,Drug Class :Anticonvulsant,Indications :Neuropathic Pain,Dosage Form :Capsule,Strength :75 mg,Route of Administration :Oral,Mechanism of Action :Binds to calcium channels in nerve cells,Side Effects :Dizziness,Contraindications : Drowsiness,Interactions :History of substance abuse: use with caution,Warnings and Precautions :May cause weight gain,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :NerveCare,Approval Date :44477,Availability :Prescription,NDC :90123456710,Price :9.99/n
Drug ID : 46,Drug Name :Isosorbide Mononitrate,Generic Name :Isosorbide Mononitrate,Drug Class :Vasodilator,Indications :Angina,Dosage Form :Tablet,Strength :60 mg,Route of Administration :Oral,Mechanism of Action :Relaxes blood vessels,Side Effects :Headache,Contraindications : Flushing,Interactions :Hypotension: use with caution,Warnings and Precautions :Avoid alcohol,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :HeartEase,Approval Date :44696,Availability :Prescription,NDC :12345678921,Price :5.5/n
Drug ID : 47,Drug Name :Ezetimibe,Generic Name :Ezetimibe,Drug Class :Cholesterol Absorption Inhibitor,Indications :Hyperlipidemia,Dosage Form :Tablet,Strength :10 mg,Route of Administration :Oral,Mechanism of Action :Inhibits cholesterol absorption from the intestines,Side Effects :Stomach pain,Contraindications : Diarrhea,Interactions :Simvastatin: increased risk of side effects,Warnings and Precautions :Take at the same time each day,Pregnancy Category :Category C,Storage Conditions :Room temperature,Manufacturer :PharmaCare,Approval Date :44628,Availability :Prescription,NDC :23456789032,Price :8.25/n
Drug ID : 48,Drug Name :Enalapril,Generic Name :Enalapril,Drug Class :Angiotensin-Converting Enzyme Inhibitor,Indications :Hypertension,Dosage Form :Tablet,Strength :20 mg,Route of Administration :Oral,Mechanism of Action :Inhibits angiotensin-converting enzyme,Side Effects :Cough,Contraindications : Low blood pressure,Interactions :Diuretics: increased hypotension risk,Warnings and Precautions :Take on an empty stomach,Pregnancy Category :Category D,Storage Conditions :Room temperature,Manufacturer :CardioPharm,Approval Date :44469,Availability :Prescription,NDC :34567890143,Price :6.99/n
Drug ID : 49,Drug Name :Diazepam,Generic Name :Diazepam,Drug Class :Benzodiazepine,Indications :Anxiety,Dosage Form :Tablet,Strength :5 mg,Route of Administration :Oral,Mechanism of Action :Enhances effects of GABA in the brain,Side Effects :Drowsiness,Contraindications : Addiction history,Interactions :Benzodiazepines: additive effects,Warnings and Precautions :Avoid alcohol,Pregnancy Category :Category D,Storage Conditions :Room temperature,Manufacturer :NeuroWell,Approval Date :44566,Availability :Prescription,NDC :45678901254,Price :7.75/n
Drug ID : 50,Drug Name :Methotrexate,Generic Name :Methotrexate,Drug Class :Immunosuppressant,Indications :Rheumatoid Arthritis,Dosage Form :Tablet,Strength :10 mg,Route of Administration :Oral,Mechanism of Action :Inhibits folic acid synthesis,Side Effects :Nausea,Contraindications : Fatigue,Interactions :Severe liver or kidney impairment: avoid,Warnings and Precautions :Take with a full glass of water,Pregnancy Category :Category X,Storage Conditions :Room temperature,Manufacturer :MediRheum,Approval Date :44552,Availability :Prescription,NDC :56789012365,Price :4.99/n
Drug ID : 51,Drug Name :Cetirizine,Generic Name :Cetirizine,Drug Class :Antihistamine,Indications :Allergies,Dosage Form :Tablet,Strength :10 mg,Route of Administration :Oral,Mechanism of Action :Blocks histamine receptors,Side Effects :Drowsiness,Contraindications : Dry mouth,Interactions :Do not operate heavy machinery,Warnings and Precautions :May cause drowsiness,Pregnancy Category :Category B,Storage Conditions :Room temperature,Manufacturer :ReliefAllergy,Approval Date :44610,Availability :OTC,NDC :67890123476,Price :6.25/n
